,Audience Type,Fiscal Quarter,Fiscal Week Year,Country,BU,Audience ID Exists,Segment ID
2889,3PD,2024-Q1,2024-W03,Malaysia,CSB,No ID,2
2890,3PD,2024-Q1,2024-W03,Mexico,B2B,No ID,2
2891,3PD,2024-Q1,2024-W03,Mexico,CSB,No ID,1
2892,3PD,2024-Q1,2024-W03,Netherlands,B2B,No ID,2
2893,3PD,2024-Q1,2024-W03,Netherlands,CSB,No ID,2
2894,3PD,2024-Q1,2024-W03,New Zealand,CSB,No ID,1
2895,3PD,2024-Q1,2024-W03,Singapore,B2B,Have ID,4
2896,3PD,2024-Q1,2024-W03,Singapore,B2B,No ID,2
2897,3PD,2024-Q1,2024-W03,Singapore,CSB,No ID,2
2898,3PD,2024-Q1,2024-W03,South Africa,B2B,No ID,1
2899,3PD,2024-Q1,2024-W03,Spain,B2B,No ID,2
2900,3PD,2024-Q1,2024-W03,Spain,CSB,No ID,2
2901,3PD,2024-Q1,2024-W03,Sweden,B2B,No ID,2
2902,3PD,2024-Q1,2024-W03,Sweden,CSB,No ID,1
2903,3PD,2024-Q1,2024-W03,Switzerland,B2B,No ID,2
2904,3PD,2024-Q1,2024-W03,Switzerland,CSB,No ID,2
2905,3PD,2024-Q1,2024-W03,United Kingdom,B2B,No ID,2
2906,3PD,2024-Q1,2024-W03,United Kingdom,CSB,No ID,2
2907,3PD,2024-Q1,2024-W03,United States,B2B,No ID,2
2908,3PD,2024-Q1,2024-W03,United States,CSB,Have ID,4
2909,3PD,2024-Q1,2024-W03,United States,CSB,No ID,2
2910,3PD,2024-Q1,2024-W04,Australia,B2B,Have ID,4
2911,3PD,2024-Q1,2024-W04,Australia,B2B,No ID,2
2912,3PD,2024-Q1,2024-W04,Australia,CSB,No ID,2
2913,3PD,2024-Q1,2024-W04,Belgium,B2B,No ID,2
2914,3PD,2024-Q1,2024-W04,Brazil,B2B,No ID,2
2915,3PD,2024-Q1,2024-W04,Canada,B2B,No ID,2
2916,3PD,2024-Q1,2024-W04,Canada,CSB,No ID,2
2917,3PD,2024-Q1,2024-W04,France,B2B,No ID,2
2918,3PD,2024-Q1,2024-W04,France,CSB,No ID,2
2919,3PD,2024-Q1,2024-W04,Germany,B2B,No ID,2
2920,3PD,2024-Q1,2024-W04,Germany,CSB,No ID,2
2921,3PD,2024-Q1,2024-W04,India,B2B,Have ID,4
2922,3PD,2024-Q1,2024-W04,India,B2B,No ID,2
2923,3PD,2024-Q1,2024-W04,India,CSB,No ID,2
2924,3PD,2024-Q1,2024-W04,Ireland,B2B,No ID,2
2925,3PD,2024-Q1,2024-W04,Italy,B2B,No ID,2
2926,3PD,2024-Q1,2024-W04,Japan,B2B,Have ID,4
2927,3PD,2024-Q1,2024-W04,Japan,B2B,No ID,2
2928,3PD,2024-Q1,2024-W04,Malaysia,B2B,Have ID,2
2929,3PD,2024-Q1,2024-W04,Malaysia,B2B,No ID,2
2930,3PD,2024-Q1,2024-W04,Malaysia,CSB,No ID,2
2931,3PD,2024-Q1,2024-W04,Mexico,B2B,No ID,2
2932,3PD,2024-Q1,2024-W04,Mexico,CSB,No ID,1
2933,3PD,2024-Q1,2024-W04,Netherlands,B2B,No ID,2
2934,3PD,2024-Q1,2024-W04,Netherlands,CSB,No ID,2
2935,3PD,2024-Q1,2024-W04,New Zealand,CSB,No ID,1
2936,3PD,2024-Q1,2024-W04,Singapore,B2B,Have ID,4
2937,3PD,2024-Q1,2024-W04,Singapore,B2B,No ID,2
2938,3PD,2024-Q1,2024-W04,Singapore,CSB,No ID,2
2939,3PD,2024-Q1,2024-W04,Spain,B2B,No ID,2
2940,3PD,2024-Q1,2024-W04,Spain,CSB,No ID,2
2941,3PD,2024-Q1,2024-W04,Sweden,B2B,No ID,2
2942,3PD,2024-Q1,2024-W04,Sweden,CSB,No ID,1
2943,3PD,2024-Q1,2024-W04,Switzerland,B2B,No ID,2
2944,3PD,2024-Q1,2024-W04,Switzerland,CSB,No ID,2
2945,3PD,2024-Q1,2024-W04,United Kingdom,B2B,No ID,2
2946,3PD,2024-Q1,2024-W04,United Kingdom,CSB,No ID,2
2947,3PD,2024-Q1,2024-W04,United States,B2B,No ID,2
2948,3PD,2024-Q1,2024-W04,United States,CSB,Have ID,5
2949,3PD,2024-Q1,2024-W04,United States,CSB,No ID,2
2950,3PD,2024-Q1,2024-W05,Australia,B2B,Have ID,4
2951,3PD,2024-Q1,2024-W05,Australia,B2B,No ID,2
2952,3PD,2024-Q1,2024-W05,Australia,CSB,No ID,2
2953,3PD,2024-Q1,2024-W05,Austria,B2B,No ID,1
2954,3PD,2024-Q1,2024-W05,Belgium,B2B,No ID,2
2955,3PD,2024-Q1,2024-W05,Brazil,B2B,No ID,2
2956,3PD,2024-Q1,2024-W05,Canada,B2B,No ID,2
2957,3PD,2024-Q1,2024-W05,Canada,CSB,No ID,2
2958,3PD,2024-Q1,2024-W05,France,B2B,No ID,2
2959,3PD,2024-Q1,2024-W05,France,CSB,No ID,2
2960,3PD,2024-Q1,2024-W05,Germany,B2B,No ID,2
2961,3PD,2024-Q1,2024-W05,Germany,CSB,No ID,2
2962,3PD,2024-Q1,2024-W05,India,B2B,Have ID,4
2963,3PD,2024-Q1,2024-W05,India,B2B,No ID,2
2964,3PD,2024-Q1,2024-W05,India,CSB,No ID,2
2965,3PD,2024-Q1,2024-W05,Ireland,B2B,No ID,2
2966,3PD,2024-Q1,2024-W05,Italy,B2B,No ID,2
2967,3PD,2024-Q1,2024-W05,Japan,B2B,Have ID,4
2968,3PD,2024-Q1,2024-W05,Japan,B2B,No ID,2
2969,3PD,2024-Q1,2024-W05,Malaysia,B2B,Have ID,2
2970,3PD,2024-Q1,2024-W05,Malaysia,B2B,No ID,1
2971,3PD,2024-Q1,2024-W05,Malaysia,CSB,No ID,2
2972,3PD,2024-Q1,2024-W05,Mexico,B2B,No ID,2
2973,3PD,2024-Q1,2024-W05,Mexico,CSB,No ID,1
2974,3PD,2024-Q1,2024-W05,Netherlands,B2B,No ID,2
2975,3PD,2024-Q1,2024-W05,Netherlands,CSB,No ID,2
2976,3PD,2024-Q1,2024-W05,New Zealand,CSB,No ID,2
2977,3PD,2024-Q1,2024-W05,Singapore,B2B,Have ID,4
2978,3PD,2024-Q1,2024-W05,Singapore,B2B,No ID,2
2979,3PD,2024-Q1,2024-W05,Singapore,CSB,No ID,2
2980,3PD,2024-Q1,2024-W05,South Africa,B2B,No ID,1
2981,3PD,2024-Q1,2024-W05,Spain,B2B,No ID,2
2982,3PD,2024-Q1,2024-W05,Spain,CSB,No ID,2
2983,3PD,2024-Q1,2024-W05,Sweden,B2B,No ID,2
2984,3PD,2024-Q1,2024-W05,Sweden,CSB,No ID,1
2985,3PD,2024-Q1,2024-W05,Switzerland,B2B,No ID,2
2986,3PD,2024-Q1,2024-W05,Switzerland,CSB,No ID,2
2987,3PD,2024-Q1,2024-W05,United Kingdom,B2B,No ID,2
2988,3PD,2024-Q1,2024-W05,United Kingdom,CSB,No ID,2
2989,3PD,2024-Q1,2024-W05,United States,B2B,No ID,2
2990,3PD,2024-Q1,2024-W05,United States,CSB,Have ID,3
2991,3PD,2024-Q1,2024-W05,United States,CSB,No ID,2
2992,3PD,2024-Q1,2024-W06,Australia,B2B,Have ID,4
2993,3PD,2024-Q1,2024-W06,Australia,B2B,No ID,2
2994,3PD,2024-Q1,2024-W06,Australia,CSB,No ID,2
2995,3PD,2024-Q1,2024-W06,Austria,B2B,No ID,1
2996,3PD,2024-Q1,2024-W06,Belgium,B2B,No ID,2
2997,3PD,2024-Q1,2024-W06,Brazil,B2B,No ID,2
2998,3PD,2024-Q1,2024-W06,Canada,B2B,No ID,2
2999,3PD,2024-Q1,2024-W06,Canada,CSB,No ID,2
3000,3PD,2024-Q1,2024-W06,France,B2B,No ID,2
3001,3PD,2024-Q1,2024-W06,France,CSB,No ID,2
3002,3PD,2024-Q1,2024-W06,Germany,B2B,No ID,2
3003,3PD,2024-Q1,2024-W06,Germany,CSB,No ID,2
3004,3PD,2024-Q1,2024-W06,India,B2B,Have ID,4
3005,3PD,2024-Q1,2024-W06,India,B2B,No ID,2
3006,3PD,2024-Q1,2024-W06,India,CSB,No ID,2
3007,3PD,2024-Q1,2024-W06,Ireland,B2B,No ID,2
3008,3PD,2024-Q1,2024-W06,Italy,B2B,No ID,2
3009,3PD,2024-Q1,2024-W06,Japan,B2B,Have ID,4
3010,3PD,2024-Q1,2024-W06,Japan,B2B,No ID,2
3011,3PD,2024-Q1,2024-W06,Malaysia,B2B,Have ID,2
3012,3PD,2024-Q1,2024-W06,Malaysia,B2B,No ID,2
3013,3PD,2024-Q1,2024-W06,Malaysia,CSB,No ID,2
3014,3PD,2024-Q1,2024-W06,Mexico,B2B,No ID,2
3015,3PD,2024-Q1,2024-W06,Mexico,CSB,No ID,1
3016,3PD,2024-Q1,2024-W06,Netherlands,B2B,No ID,2
3017,3PD,2024-Q1,2024-W06,Netherlands,CSB,No ID,2
3018,3PD,2024-Q1,2024-W06,New Zealand,CSB,No ID,1
3019,3PD,2024-Q1,2024-W06,Singapore,B2B,Have ID,4
3020,3PD,2024-Q1,2024-W06,Singapore,B2B,No ID,2
3021,3PD,2024-Q1,2024-W06,Singapore,CSB,No ID,2
3022,3PD,2024-Q1,2024-W06,South Africa,B2B,No ID,1
3023,3PD,2024-Q1,2024-W06,Spain,B2B,No ID,2
3024,3PD,2024-Q1,2024-W06,Spain,CSB,No ID,2
3025,3PD,2024-Q1,2024-W06,Sweden,B2B,No ID,2
3026,3PD,2024-Q1,2024-W06,Sweden,CSB,No ID,1
3027,3PD,2024-Q1,2024-W06,Switzerland,B2B,No ID,2
3028,3PD,2024-Q1,2024-W06,Switzerland,CSB,No ID,2
3029,3PD,2024-Q1,2024-W06,United Kingdom,B2B,No ID,2
3030,3PD,2024-Q1,2024-W06,United Kingdom,CSB,No ID,2
3031,3PD,2024-Q1,2024-W06,United States,B2B,No ID,2
3032,3PD,2024-Q1,2024-W06,United States,CSB,Have ID,5
3033,3PD,2024-Q1,2024-W06,United States,CSB,No ID,2
3034,3PD,2024-Q1,2024-W07,Australia,B2B,Have ID,4
3035,3PD,2024-Q1,2024-W07,Australia,B2B,No ID,2
3036,3PD,2024-Q1,2024-W07,Australia,CSB,No ID,2
3037,3PD,2024-Q1,2024-W07,Austria,B2B,No ID,1
3038,3PD,2024-Q1,2024-W07,Belgium,B2B,No ID,2
3039,3PD,2024-Q1,2024-W07,Brazil,B2B,No ID,2
3040,3PD,2024-Q1,2024-W07,Canada,B2B,No ID,2
3041,3PD,2024-Q1,2024-W07,Canada,CSB,No ID,2
3042,3PD,2024-Q1,2024-W07,France,B2B,No ID,2
3043,3PD,2024-Q1,2024-W07,France,CSB,No ID,2
3044,3PD,2024-Q1,2024-W07,Germany,B2B,No ID,2
3045,3PD,2024-Q1,2024-W07,Germany,CSB,No ID,2
3046,3PD,2024-Q1,2024-W07,India,B2B,Have ID,4
3047,3PD,2024-Q1,2024-W07,India,B2B,No ID,2
3048,3PD,2024-Q1,2024-W07,India,CSB,No ID,2
3049,3PD,2024-Q1,2024-W07,Ireland,B2B,No ID,2
3050,3PD,2024-Q1,2024-W07,Italy,B2B,No ID,2
3051,3PD,2024-Q1,2024-W07,Japan,B2B,Have ID,4
3052,3PD,2024-Q1,2024-W07,Japan,B2B,No ID,2
3053,3PD,2024-Q1,2024-W07,Malaysia,B2B,Have ID,2
3054,3PD,2024-Q1,2024-W07,Malaysia,B2B,No ID,1
3055,3PD,2024-Q1,2024-W07,Malaysia,CSB,No ID,2
3056,3PD,2024-Q1,2024-W07,Mexico,B2B,No ID,2
3057,3PD,2024-Q1,2024-W07,Mexico,CSB,No ID,1
3058,3PD,2024-Q1,2024-W07,Netherlands,B2B,No ID,2
3059,3PD,2024-Q1,2024-W07,Netherlands,CSB,No ID,2
3060,3PD,2024-Q1,2024-W07,New Zealand,CSB,No ID,1
3061,3PD,2024-Q1,2024-W07,Singapore,B2B,Have ID,4
3062,3PD,2024-Q1,2024-W07,Singapore,B2B,No ID,2
3063,3PD,2024-Q1,2024-W07,Singapore,CSB,No ID,2
3064,3PD,2024-Q1,2024-W07,South Africa,B2B,No ID,1
3065,3PD,2024-Q1,2024-W07,Spain,B2B,No ID,2
3066,3PD,2024-Q1,2024-W07,Spain,CSB,No ID,2
3067,3PD,2024-Q1,2024-W07,Sweden,B2B,No ID,2
3068,3PD,2024-Q1,2024-W07,Sweden,CSB,No ID,1
3069,3PD,2024-Q1,2024-W07,Switzerland,B2B,No ID,2
3070,3PD,2024-Q1,2024-W07,Switzerland,CSB,No ID,2
3071,3PD,2024-Q1,2024-W07,United Kingdom,B2B,No ID,2
3072,3PD,2024-Q1,2024-W07,United Kingdom,CSB,No ID,2
3073,3PD,2024-Q1,2024-W07,United States,B2B,No ID,2
3074,3PD,2024-Q1,2024-W07,United States,CSB,Have ID,5
3075,3PD,2024-Q1,2024-W07,United States,CSB,No ID,2
3076,3PD,2024-Q1,2024-W08,Australia,B2B,Have ID,4
3077,3PD,2024-Q1,2024-W08,Australia,B2B,No ID,2
3078,3PD,2024-Q1,2024-W08,Australia,CSB,No ID,2
3079,3PD,2024-Q1,2024-W08,Austria,B2B,No ID,1
3080,3PD,2024-Q1,2024-W08,Belgium,B2B,No ID,2
3081,3PD,2024-Q1,2024-W08,Brazil,B2B,No ID,2
3082,3PD,2024-Q1,2024-W08,Canada,B2B,No ID,2
3083,3PD,2024-Q1,2024-W08,Canada,CSB,No ID,2
3084,3PD,2024-Q1,2024-W08,France,B2B,No ID,2
3085,3PD,2024-Q1,2024-W08,France,CSB,No ID,2
3086,3PD,2024-Q1,2024-W08,Germany,B2B,No ID,2
3087,3PD,2024-Q1,2024-W08,Germany,CSB,No ID,2
3088,3PD,2024-Q1,2024-W08,India,B2B,Have ID,4
3089,3PD,2024-Q1,2024-W08,India,B2B,No ID,2
3090,3PD,2024-Q1,2024-W08,India,CSB,No ID,2
3091,3PD,2024-Q1,2024-W08,Ireland,B2B,No ID,2
3092,3PD,2024-Q1,2024-W08,Italy,B2B,No ID,2
3093,3PD,2024-Q1,2024-W08,Japan,B2B,Have ID,4
3094,3PD,2024-Q1,2024-W08,Japan,B2B,No ID,2
3095,3PD,2024-Q1,2024-W08,Malaysia,B2B,Have ID,2
3096,3PD,2024-Q1,2024-W08,Malaysia,B2B,No ID,1
3097,3PD,2024-Q1,2024-W08,Malaysia,CSB,No ID,2
3098,3PD,2024-Q1,2024-W08,Mexico,B2B,No ID,2
3099,3PD,2024-Q1,2024-W08,Mexico,CSB,No ID,1
3100,3PD,2024-Q1,2024-W08,Netherlands,B2B,No ID,2
3101,3PD,2024-Q1,2024-W08,Netherlands,CSB,No ID,2
3102,3PD,2024-Q1,2024-W08,New Zealand,CSB,No ID,2
3103,3PD,2024-Q1,2024-W08,Norway,B2B,No ID,1
3104,3PD,2024-Q1,2024-W08,Singapore,B2B,Have ID,4
3105,3PD,2024-Q1,2024-W08,Singapore,B2B,No ID,2
3106,3PD,2024-Q1,2024-W08,Singapore,CSB,No ID,2
3107,3PD,2024-Q1,2024-W08,South Africa,B2B,No ID,1
3108,3PD,2024-Q1,2024-W08,Spain,B2B,No ID,2
3109,3PD,2024-Q1,2024-W08,Spain,CSB,No ID,2
3110,3PD,2024-Q1,2024-W08,Sweden,B2B,No ID,2
3111,3PD,2024-Q1,2024-W08,Sweden,CSB,No ID,2
3112,3PD,2024-Q1,2024-W08,Switzerland,B2B,No ID,2
3113,3PD,2024-Q1,2024-W08,Switzerland,CSB,No ID,2
3114,3PD,2024-Q1,2024-W08,United Kingdom,B2B,No ID,2
3115,3PD,2024-Q1,2024-W08,United Kingdom,CSB,No ID,2
3116,3PD,2024-Q1,2024-W08,United States,B2B,No ID,2
3117,3PD,2024-Q1,2024-W08,United States,CSB,Have ID,5
3118,3PD,2024-Q1,2024-W08,United States,CSB,No ID,2
3119,3PD,2024-Q1,2024-W09,Australia,B2B,Have ID,4
3120,3PD,2024-Q1,2024-W09,Australia,B2B,No ID,2
3121,3PD,2024-Q1,2024-W09,Australia,CSB,No ID,2
3122,3PD,2024-Q1,2024-W09,Austria,B2B,No ID,1
3123,3PD,2024-Q1,2024-W09,Belgium,B2B,No ID,2
3124,3PD,2024-Q1,2024-W09,Brazil,B2B,No ID,2
3125,3PD,2024-Q1,2024-W09,Canada,B2B,No ID,2
3126,3PD,2024-Q1,2024-W09,Canada,CSB,No ID,2
3127,3PD,2024-Q1,2024-W09,France,B2B,No ID,2
3128,3PD,2024-Q1,2024-W09,France,CSB,No ID,2
3129,3PD,2024-Q1,2024-W09,Germany,B2B,No ID,2
3130,3PD,2024-Q1,2024-W09,Germany,CSB,No ID,2
3131,3PD,2024-Q1,2024-W09,India,B2B,Have ID,4
3132,3PD,2024-Q1,2024-W09,India,B2B,No ID,2
3133,3PD,2024-Q1,2024-W09,India,CSB,No ID,2
3134,3PD,2024-Q1,2024-W09,Ireland,B2B,No ID,2
3135,3PD,2024-Q1,2024-W09,Italy,B2B,No ID,2
3136,3PD,2024-Q1,2024-W09,Japan,B2B,Have ID,4
3137,3PD,2024-Q1,2024-W09,Japan,B2B,No ID,2
3138,3PD,2024-Q1,2024-W09,Japan,CSB,No ID,1
3139,3PD,2024-Q1,2024-W09,Malaysia,B2B,Have ID,2
3140,3PD,2024-Q1,2024-W09,Malaysia,B2B,No ID,2
3141,3PD,2024-Q1,2024-W09,Malaysia,CSB,No ID,2
3142,3PD,2024-Q1,2024-W09,Mexico,B2B,No ID,2
3143,3PD,2024-Q1,2024-W09,Mexico,CSB,No ID,1
3144,3PD,2024-Q1,2024-W09,Netherlands,B2B,No ID,2
3145,3PD,2024-Q1,2024-W09,Netherlands,CSB,No ID,2
3146,3PD,2024-Q1,2024-W09,New Zealand,CSB,No ID,2
3147,3PD,2024-Q1,2024-W09,Norway,B2B,No ID,2
3148,3PD,2024-Q1,2024-W09,Singapore,B2B,Have ID,4
3149,3PD,2024-Q1,2024-W09,Singapore,B2B,No ID,2
3150,3PD,2024-Q1,2024-W09,Singapore,CSB,No ID,2
3151,3PD,2024-Q1,2024-W09,South Africa,B2B,No ID,1
3152,3PD,2024-Q1,2024-W09,Spain,B2B,No ID,2
3153,3PD,2024-Q1,2024-W09,Spain,CSB,No ID,2
3154,3PD,2024-Q1,2024-W09,Sweden,B2B,No ID,2
3155,3PD,2024-Q1,2024-W09,Sweden,CSB,No ID,1
3156,3PD,2024-Q1,2024-W09,Switzerland,B2B,No ID,2
3157,3PD,2024-Q1,2024-W09,Switzerland,CSB,No ID,2
3158,3PD,2024-Q1,2024-W09,United Kingdom,B2B,No ID,2
3159,3PD,2024-Q1,2024-W09,United Kingdom,CSB,No ID,2
3160,3PD,2024-Q1,2024-W09,United States,B2B,No ID,2
3161,3PD,2024-Q1,2024-W09,United States,CSB,Have ID,5
3162,3PD,2024-Q1,2024-W09,United States,CSB,No ID,2
3163,3PD,2024-Q1,2024-W10,Australia,B2B,Have ID,4
3164,3PD,2024-Q1,2024-W10,Australia,B2B,No ID,2
3165,3PD,2024-Q1,2024-W10,Australia,CSB,No ID,2
3166,3PD,2024-Q1,2024-W10,Austria,B2B,No ID,1
3167,3PD,2024-Q1,2024-W10,Belgium,B2B,No ID,2
3168,3PD,2024-Q1,2024-W10,Brazil,B2B,No ID,2
3169,3PD,2024-Q1,2024-W10,Canada,B2B,No ID,2
3170,3PD,2024-Q1,2024-W10,Canada,CSB,No ID,2
3171,3PD,2024-Q1,2024-W10,France,B2B,No ID,2
3172,3PD,2024-Q1,2024-W10,France,CSB,No ID,2
3173,3PD,2024-Q1,2024-W10,Germany,B2B,No ID,2
3174,3PD,2024-Q1,2024-W10,Germany,CSB,No ID,2
3175,3PD,2024-Q1,2024-W10,India,B2B,Have ID,4
3176,3PD,2024-Q1,2024-W10,India,B2B,No ID,2
3177,3PD,2024-Q1,2024-W10,India,CSB,No ID,2
3178,3PD,2024-Q1,2024-W10,Ireland,B2B,No ID,2
3179,3PD,2024-Q1,2024-W10,Italy,B2B,No ID,2
3180,3PD,2024-Q1,2024-W10,Japan,B2B,Have ID,4
3181,3PD,2024-Q1,2024-W10,Japan,B2B,No ID,2
3182,3PD,2024-Q1,2024-W10,Japan,CSB,No ID,1
3183,3PD,2024-Q1,2024-W10,Malaysia,B2B,Have ID,2
3184,3PD,2024-Q1,2024-W10,Malaysia,B2B,No ID,1
3185,3PD,2024-Q1,2024-W10,Malaysia,CSB,No ID,2
3186,3PD,2024-Q1,2024-W10,Mexico,B2B,No ID,2
3187,3PD,2024-Q1,2024-W10,Mexico,CSB,No ID,1
3188,3PD,2024-Q1,2024-W10,Netherlands,B2B,No ID,2
3189,3PD,2024-Q1,2024-W10,Netherlands,CSB,No ID,2
3190,3PD,2024-Q1,2024-W10,New Zealand,CSB,No ID,2
3191,3PD,2024-Q1,2024-W10,Norway,B2B,No ID,2
3192,3PD,2024-Q1,2024-W10,Singapore,B2B,Have ID,4
3193,3PD,2024-Q1,2024-W10,Singapore,B2B,No ID,2
3194,3PD,2024-Q1,2024-W10,Singapore,CSB,No ID,2
3195,3PD,2024-Q1,2024-W10,Spain,B2B,No ID,2
3196,3PD,2024-Q1,2024-W10,Spain,CSB,No ID,2
3197,3PD,2024-Q1,2024-W10,Sweden,B2B,No ID,2
3198,3PD,2024-Q1,2024-W10,Sweden,CSB,No ID,1
3199,3PD,2024-Q1,2024-W10,Switzerland,B2B,No ID,2
3200,3PD,2024-Q1,2024-W10,Switzerland,CSB,No ID,2
3201,3PD,2024-Q1,2024-W10,United Kingdom,B2B,No ID,2
3202,3PD,2024-Q1,2024-W10,United Kingdom,CSB,No ID,2
3203,3PD,2024-Q1,2024-W10,United States,B2B,No ID,2
3204,3PD,2024-Q1,2024-W10,United States,CSB,Have ID,6
3205,3PD,2024-Q1,2024-W10,United States,CSB,No ID,2
3206,3PD,2024-Q1,2024-W11,Australia,B2B,Have ID,4
3207,3PD,2024-Q1,2024-W11,Australia,B2B,No ID,2
3208,3PD,2024-Q1,2024-W11,Australia,CSB,No ID,2
3209,3PD,2024-Q1,2024-W11,Austria,B2B,No ID,1
3210,3PD,2024-Q1,2024-W11,Belgium,B2B,No ID,2
3211,3PD,2024-Q1,2024-W11,Brazil,B2B,No ID,2
3212,3PD,2024-Q1,2024-W11,Canada,B2B,No ID,2
3213,3PD,2024-Q1,2024-W11,Canada,CSB,No ID,2
3214,3PD,2024-Q1,2024-W11,France,B2B,No ID,2
3215,3PD,2024-Q1,2024-W11,France,CSB,No ID,2
3216,3PD,2024-Q1,2024-W11,Germany,B2B,No ID,2
3217,3PD,2024-Q1,2024-W11,Germany,CSB,No ID,2
3218,3PD,2024-Q1,2024-W11,India,B2B,Have ID,4
3219,3PD,2024-Q1,2024-W11,India,B2B,No ID,2
3220,3PD,2024-Q1,2024-W11,India,CSB,No ID,2
3221,3PD,2024-Q1,2024-W11,Ireland,B2B,No ID,1
3222,3PD,2024-Q1,2024-W11,Italy,B2B,No ID,2
3223,3PD,2024-Q1,2024-W11,Japan,B2B,Have ID,4
3224,3PD,2024-Q1,2024-W11,Japan,B2B,No ID,2
3225,3PD,2024-Q1,2024-W11,Malaysia,B2B,Have ID,2
3226,3PD,2024-Q1,2024-W11,Malaysia,B2B,No ID,1
3227,3PD,2024-Q1,2024-W11,Malaysia,CSB,No ID,2
3228,3PD,2024-Q1,2024-W11,Mexico,B2B,No ID,2
3229,3PD,2024-Q1,2024-W11,Mexico,CSB,No ID,1
3230,3PD,2024-Q1,2024-W11,Netherlands,B2B,No ID,2
3231,3PD,2024-Q1,2024-W11,Netherlands,CSB,No ID,2
3232,3PD,2024-Q1,2024-W11,New Zealand,CSB,No ID,2
3233,3PD,2024-Q1,2024-W11,Norway,B2B,No ID,2
3234,3PD,2024-Q1,2024-W11,Singapore,B2B,Have ID,4
3235,3PD,2024-Q1,2024-W11,Singapore,B2B,No ID,2
3236,3PD,2024-Q1,2024-W11,Singapore,CSB,No ID,2
3237,3PD,2024-Q1,2024-W11,Spain,B2B,No ID,2
3238,3PD,2024-Q1,2024-W11,Spain,CSB,No ID,2
3239,3PD,2024-Q1,2024-W11,Sweden,B2B,No ID,2
3240,3PD,2024-Q1,2024-W11,Sweden,CSB,No ID,2
3241,3PD,2024-Q1,2024-W11,Switzerland,B2B,No ID,2
3242,3PD,2024-Q1,2024-W11,Switzerland,CSB,No ID,2
3243,3PD,2024-Q1,2024-W11,United Kingdom,B2B,No ID,2
3244,3PD,2024-Q1,2024-W11,United Kingdom,CSB,No ID,2
3245,3PD,2024-Q1,2024-W11,United States,B2B,No ID,2
3246,3PD,2024-Q1,2024-W11,United States,CSB,Have ID,8
3247,3PD,2024-Q1,2024-W11,United States,CSB,No ID,2
3248,3PD,2024-Q1,2024-W12,Australia,B2B,Have ID,4
3249,3PD,2024-Q1,2024-W12,Australia,B2B,No ID,2
3250,3PD,2024-Q1,2024-W12,Australia,CSB,No ID,2
3251,3PD,2024-Q1,2024-W12,Austria,B2B,No ID,1
3252,3PD,2024-Q1,2024-W12,Belgium,B2B,No ID,2
3253,3PD,2024-Q1,2024-W12,Brazil,B2B,No ID,2
3254,3PD,2024-Q1,2024-W12,Canada,B2B,No ID,2
3255,3PD,2024-Q1,2024-W12,Canada,CSB,Have ID,12
3256,3PD,2024-Q1,2024-W12,Canada,CSB,No ID,2
3257,3PD,2024-Q1,2024-W12,France,B2B,No ID,2
3258,3PD,2024-Q1,2024-W12,France,CSB,No ID,2
3259,3PD,2024-Q1,2024-W12,Germany,B2B,No ID,2
3260,3PD,2024-Q1,2024-W12,Germany,CSB,No ID,2
3261,3PD,2024-Q1,2024-W12,India,B2B,Have ID,4
3262,3PD,2024-Q1,2024-W12,India,B2B,No ID,2
3263,3PD,2024-Q1,2024-W12,India,CSB,No ID,2
3264,3PD,2024-Q1,2024-W12,Ireland,B2B,No ID,2
3265,3PD,2024-Q1,2024-W12,Italy,B2B,No ID,2
3266,3PD,2024-Q1,2024-W12,Japan,B2B,Have ID,4
3267,3PD,2024-Q1,2024-W12,Japan,B2B,No ID,2
3268,3PD,2024-Q1,2024-W12,Japan,CSB,No ID,1
3269,3PD,2024-Q1,2024-W12,Malaysia,B2B,Have ID,2
3270,3PD,2024-Q1,2024-W12,Malaysia,B2B,No ID,1
3271,3PD,2024-Q1,2024-W12,Malaysia,CSB,No ID,2
3272,3PD,2024-Q1,2024-W12,Mexico,B2B,No ID,2
3273,3PD,2024-Q1,2024-W12,Mexico,CSB,No ID,1
3274,3PD,2024-Q1,2024-W12,Netherlands,B2B,No ID,2
3275,3PD,2024-Q1,2024-W12,Netherlands,CSB,No ID,2
3276,3PD,2024-Q1,2024-W12,New Zealand,CSB,No ID,1
3277,3PD,2024-Q1,2024-W12,Norway,B2B,No ID,2
3278,3PD,2024-Q1,2024-W12,Singapore,B2B,Have ID,4
3279,3PD,2024-Q1,2024-W12,Singapore,B2B,No ID,2
3280,3PD,2024-Q1,2024-W12,Singapore,CSB,No ID,2
3281,3PD,2024-Q1,2024-W12,Spain,B2B,No ID,2
3282,3PD,2024-Q1,2024-W12,Spain,CSB,No ID,2
3283,3PD,2024-Q1,2024-W12,Sweden,B2B,No ID,2
3284,3PD,2024-Q1,2024-W12,Sweden,CSB,No ID,1
3285,3PD,2024-Q1,2024-W12,Switzerland,B2B,No ID,2
3286,3PD,2024-Q1,2024-W12,Switzerland,CSB,No ID,2
3287,3PD,2024-Q1,2024-W12,United Kingdom,B2B,No ID,2
3288,3PD,2024-Q1,2024-W12,United Kingdom,CSB,No ID,2
3289,3PD,2024-Q1,2024-W12,United States,B2B,Have ID,15
3290,3PD,2024-Q1,2024-W12,United States,B2B,No ID,2
